ID,SEASON,TEAM_ID_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
164,2019,1610612757,0.473,0.9309999999999999,0.314,19.0,41.0,1610612755,0.485,0.765,0.467,24.0,48.0,1
165,2019,1610612758,0.47100000000000003,0.87,0.27,29.0,41.0,1610612745,0.473,0.833,0.316,21.0,48.0,0
166,2019,1610612746,0.484,0.85,0.361,23.0,39.0,1610612751,0.5529999999999999,0.789,0.465,32.0,46.0,0
167,2019,1610612757,0.489,0.706,0.395,24.0,41.0,1610612746,0.494,0.821,0.441,24.0,45.0,0
168,2019,1610612743,0.47200000000000003,0.767,0.243,29.0,52.0,1610612762,0.44799999999999995,0.727,0.4,34.0,51.0,1
169,2019,1610612754,0.524,0.929,0.455,25.0,42.0,1610612747,0.42,0.737,0.33299999999999996,20.0,44.0,1
170,2019,1610612748,0.488,0.8640000000000001,0.306,28.0,37.0,1610612756,0.478,0.95,0.375,27.0,52.0,0
171,2019,1610612742,0.41700000000000004,0.92,0.321,37.0,54.0,1610612749,0.475,0.6759999999999999,0.341,26.0,55.0,1
172,2019,1610612759,0.506,0.769,0.409,27.0,47.0,1610612762,0.418,0.792,0.43200000000000005,25.0,49.0,1
173,2019,1610612763,0.5539999999999999,0.9,0.355,24.0,58.0,1610612760,0.35100000000000003,0.733,0.302,19.0,36.0,1
174,2019,1610612751,0.488,0.643,0.425,30.0,44.0,1610612758,0.42700000000000005,0.75,0.3,19.0,50.0,1
175,2019,1610612755,0.409,0.727,0.276,19.0,51.0,1610612753,0.42,0.76,0.25,17.0,47.0,1
176,2019,1610612740,0.47700000000000004,0.846,0.34299999999999997,25.0,45.0,1610612764,0.42200000000000004,0.9129999999999999,0.37,22.0,40.0,1
177,2019,1610612761,0.42700000000000005,0.8240000000000001,0.263,20.0,48.0,1610612738,0.49,0.75,0.348,27.0,52.0,0
